Sembol,Tarih,Fiyat (Son),EMA20_gt_EMA50_gt_EMA200,MACD,MACD_Signal,MACD_Positive,ADX,RSI,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,ATRP_14,STOP Fiyat,TP Fiyat,GUNLUK_FARK,Haftalık Değişim (%),20G Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_4h_Sinyal_Filt_Numeric,Confirmed_BUY,Confirmed_SELL,Kirilim_BreakoutScore,Kirilim_PCTB,Kirilim_BBW_Squeeze,Kirilim_NEAR_10D_BRK,Kirilim_NEAR_20D_BRK,Kirilim_VRATIO10,Kirilim_CMF20,Kirilim_OBV_SLOPE5,Kirilim_ADX_SLOPE5,Kirilim_ATRP,Kirilim_DIST_HIGH,Kirilim_PASS_STRICT,Kirilim_PASS_LIGHT,Mul_KISA_VADE_PUAN,Mul_ORTA_VADE_PUAN,Mul_ANA_PUAN,Mul_RSI14,Mul_ADX14,Mul_ATR14,Mul_EMA21_gt_SMA50_gt_SMA200,SDIP_SCORE,KurumScore_Norm,BreakoutScore_Norm,MultiTFScore_Norm,MomentumScore_Norm,DipScore_Norm,RAW_SCORE,RISK_PENALTY,LOW_RISK_SCORE,TomorrowScore,Tomorrow_Adj
CVKMD,2026-02-06,42.1000,1,4.5034,3.8357,1,55.9235,69.7060,-34879673.0000,23.9936,35.4400,46.8864,64.5959,0.0572,38.4900,45.7100,-4.3182,4.7264,45.8766,46.5877,1677139140,389.5300,8.2400,0,0,-,0,0,1,0,30.2800,0.7910,False,False,False,0.6900,0.2750,-19990607.0000,3.3300,0.0572,0.0942,False,False,26,13,65,69.7060,55.9235,2.4093,1,2,0.0000,30.2800,24.0000,78.0000,16.0000,30.0500,-16.9100,13.1400,35.6100,5.0000
SKBNK,2026-02-06,9.1000,1,0.3045,0.2042,1,34.2253,65.4632,-50211477.0000,7.4649,8.3715,9.2781,21.6588,0.0351,8.6200,9.5800,-1.5151,-0.4376,23.3062,20.5298,495961767,148.2400,1.5200,100,0,-,0,0,0,0,40.1500,0.9020,True,False,False,0.7700,0.1190,82225526.0000,10.0500,0.0351,0.0381,False,False,23,16,62,65.4632,34.2253,0.3190,1,2,0.0000,40.1500,14.0000,73.5000,16.0000,30.0400,0.0000,30.0400,31.3900,0.0000
TTRAK,2026-02-06,618.5000,0,16.5211,13.6728,1,42.2062,77.8368,317127.0000,546.2997,579.1000,611.9003,11.3280,0.0240,596.2400,640.7600,2.4855,4.3882,12.5569,13.1747,185262273,20.8000,23.1900,0,100,-,0,0,1,0,51.3100,1.1010,False,True,True,0.9900,0.4990,811829.0000,1.2900,0.0240,0.2416,False,False,11,5,27,77.8368,42.2062,14.8430,0,4,0.0000,57.3100,16.0000,32.5000,32.0000,30.0400,-2.0200,28.0200,36.9000,3.5000
BSOKE,2026-02-06,28.2000,1,2.3739,2.5209,0,54.3341,69.2407,6917937.0000,21.7070,26.2795,30.8520,34.7986,0.0522,25.9900,30.4100,0.7143,3.2211,59.4121,62.3489,709782780,135.9800,67.3200,0,100,-,0,0,0,0,40.7500,0.7100,False,False,False,0.6300,0.5100,36459801.0000,3.6100,0.0522,0.0644,False,False,26,11,63,69.2407,54.3341,1.4729,1,4,0.0000,40.7500,8.0000,76.0000,32.0000,29.9700,-27.8700,2.1000,31.3000,0.0000
IZMDC,2026-02-06,7.6500,1,0.2193,0.1743,1,40.5328,65.5893,-8670641.0000,6.6845,7.2625,7.8405,15.9162,0.0338,7.2600,8.0400,-0.2608,4.7945,12.3348,11.1919,85284445,64.8700,12.8700,0,0,-,0,0,0,0,39.8800,0.8350,True,False,False,0.6800,-0.0510,12786735.0000,7.0300,0.0338,0.1964,False,False,23,16,62,65.5893,40.5328,0.2585,1,2,0.0000,39.8800,14.0000,73.5000,16.0000,29.9600,0.0000,29.9600,31.2800,0.0000
VERTU,2026-02-06,41.3000,0,-0.1703,-0.2776,1,21.4043,58.3264,1248781.0000,38.6699,39.8490,41.0281,5.9179,0.0341,39.1900,43.4100,3.2500,5.5187,1.2255,1.7743,34873031,41.7300,33.9200,0,100,-,0,0,0,0,37.2700,1.1150,True,True,True,1.3400,-0.2180,3551832.0000,0.7000,0.0341,0.3552,True,True,16,0,32,58.3264,21.4043,1.4075,0,6,0.0000,58.2700,6.0000,40.0000,48.0000,29.9300,0.0000,29.9300,39.2100,6.0000
BINBN,2026-02-06,188.8000,1,0.8085,-0.0471,1,38.6181,59.1510,-1478974.0000,176.7733,182.7850,188.7967,6.5779,0.0393,177.6800,199.9200,-0.1058,4.3671,2.6645,4.7144,111804973,96.6700,33.4000,0,100,-,0,0,0,0,51.0100,1.0000,True,False,False,3.0000,-0.3840,-356711.0000,4.2300,0.0393,0.3506,False,False,16,8,40,59.1510,38.6181,7.4113,0,3,0.0000,51.0100,14.0000,48.0000,24.0000,29.6900,0.0000,29.6900,32.3000,0.0000
BIMAS,2026-02-06,683.0000,1,27.7955,25.3590,1,47.0962,67.6710,5137555.0000,593.8373,644.5250,695.2127,15.7287,0.0314,650.8300,715.1700,0.9608,2.8614,12.9859,16.3543,6031162824,70.9300,0.8000,100,0,-,0,0,0,0,34.9900,0.8800,False,False,False,0.6000,-0.0400,27423353.0000,1.9200,0.0314,0.0222,False,False,26,16,68,67.6710,47.0962,21.4497,1,2,0.0000,34.9900,14.0000,81.0000,16.0000,29.6200,0.0000,29.6200,30.4500,0.0000
MOBTL,2026-02-06,10.4100,1,0.3513,0.3624,0,41.6912,60.0598,8354052.0000,9.3567,9.9820,10.6073,12.5277,0.0439,9.7200,11.1000,2.7641,3.4791,11.9355,12.5405,135578950,189.9700,3.4300,0,0,-,0,0,0,0,40.4200,0.8420,True,False,False,0.6300,0.0180,12935472.0000,4.5900,0.0439,0.0519,False,False,26,11,63,60.0598,41.6912,0.4567,1,3,0.0000,40.4200,8.0000,76.0000,24.0000,29.4600,0.0000,29.4600,30.7700,0.0000
EDATA,2026-02-06,9.6000,1,0.6459,0.7123,0,55.8056,69.4213,35606883.0000,7.9025,8.8970,9.8915,22.3560,0.0618,8.7100,10.4900,3.3369,4.8035,4.2345,23.8710,273374166,172.7300,0.0000,100,0,-,0,0,0,0,41.6700,0.8530,False,False,False,1.7300,-0.1360,26604749.0000,-0.5500,0.0618,0.0371,False,False,23,11,57,69.4213,55.8056,0.5930,1,5,0.0000,41.6700,8.0000,68.5000,40.0000,29.4000,0.0000,29.4000,30.9400,0.0000
ARTMS,2026-02-06,39.0000,0,-0.1641,-0.3123,1,16.4541,53.2141,-6012621.0000,34.1348,37.6870,41.2392,18.8513,0.0498,36.0900,41.9100,-1.3657,3.6132,7.0253,5.5766,79231926,50.7000,34.4000,0,100,-,0,50,0,0,23.1200,0.6850,True,False,False,3.1300,-0.2680,-6641138.0000,-1.0500,0.0498,0.3276,False,False,16,0,32,53.2141,16.4541,1.9423,0,2,0.0000,23.1200,56.0000,40.0000,16.0000,29.2300,-1.6700,27.5600,30.0500,0.0000
TMPOL,2026-02-06,413.7500,1,15.1825,12.4144,1,19.5483,63.9412,373663.0000,348.7500,385.6250,422.5000,19.1248,0.0625,374.9600,452.5400,0.4248,15.7343,11.0738,27.0146,90265768,527.8500,4.3400,0,0,-,0,0,1,0,24.9700,0.8810,True,False,False,2.1400,-0.1160,590669.0000,4.9100,0.0625,0.0650,False,False,26,16,68,63.9412,19.5483,25.8582,1,3,0.0000,24.9700,24.0000,81.0000,24.0000,29.2100,-0.7900,28.4200,34.3400,5.0000
AKGRT,2026-02-06,8.3200,1,0.2973,0.3296,0,36.0311,63.5597,29085707.0000,7.4035,8.1595,8.9155,18.5299,0.0330,7.9100,8.7300,0.2410,0.4831,17.3484,21.6374,161746799,50.4500,2.1200,100,0,-,0,0,0,0,43.4900,0.6060,True,False,False,1.6800,0.2270,63334043.0000,-8.5900,0.0330,0.0448,False,False,23,11,57,63.5597,36.0311,0.2749,1,3,0.0000,43.4900,8.0000,68.5000,24.0000,29.2000,0.0000,29.2000,30.8700,0.0000
HUBVC,2026-02-06,3.6300,1,0.2118,0.1283,1,41.7268,72.5068,10173240.0000,2.1869,2.9090,3.6311,49.6463,0.0529,3.3400,3.9200,9.3374,17.4757,31.5217,32.0000,21108888,128.3000,7.8700,0,0,-,0,0,0,0,50.6000,0.9990,True,False,False,1.3300,0.1660,12901496.0000,12.1000,0.0529,0.1081,False,False,11,16,38,72.5068,41.7268,0.1920,1,4,0.0000,50.6000,14.0000,43.5000,32.0000,29.1900,-21.4600,7.7300,16.8700,-15.0000
AHSGY,2026-02-06,24.2000,1,1.6268,1.6694,0,48.5849,65.1010,-883183.0000,20.1700,22.7270,25.2840,22.5022,0.0720,21.5900,26.8100,-1.5460,1.2552,11.3156,27.3684,109486811,378.8200,1.5500,100,0,-,0,0,1,0,32.7800,0.7880,True,False,False,0.5500,-0.1910,2080168.0000,3.0600,0.0720,0.0902,False,False,26,11,63,65.1010,48.5849,1.7417,1,2,0.0000,32.7800,18.0000,76.0000,16.0000,29.0400,0.0000,29.0400,29.8100,0.0000
ATLAS,2026-02-06,9.0700,1,0.9398,0.6619,1,44.6699,69.7466,-2862054.0000,4.4103,7.4160,10.4217,81.0585,0.0679,8.1500,9.9900,-5.1255,2.2548,48.4452,46.5266,19513065,97.3100,10.9900,0,0,-,0,0,1,0,43.7400,0.7750,True,False,False,0.8200,0.4310,4736783.0000,15.2600,0.0679,0.1702,False,False,11,16,38,69.7466,44.6699,0.6163,1,3,0.0000,43.7400,24.0000,43.5000,24.0000,29.0300,-32.4900,-3.4600,21.2200,-10.0000
SEKFK,2026-02-06,10.3000,1,0.4645,0.2653,1,33.4365,85.0610,-1464223.0000,7.4471,8.8200,10.1929,31.1321,0.0403,9.6800,10.9200,-0.4831,14.3174,28.9111,29.3970,11376613,51.0300,0.4800,100,0,-,0,0,1,0,46.3500,1.0390,True,False,False,0.9900,0.3660,6626467.0000,9.6900,0.0403,0.0356,False,False,10,13,33,85.0610,33.4365,0.4148,1,3,0.0000,46.3500,24.0000,38.0000,24.0000,28.9600,-16.6700,12.2900,12.9700,-18.4700
VAKBN,2026-02-06,36.4800,1,1.4785,1.3674,1,48.5043,67.4763,-31503464.0000,30.7462,34.5080,38.2698,21.8025,0.0355,34.5400,38.4200,-1.2453,-0.0548,11.9705,10.6796,1618691896,79.7000,2.0400,100,0,-,0,0,0,0,32.9100,0.7620,True,False,False,0.7100,0.1430,-9631186.0000,3.1800,0.0355,0.0370,False,False,26,16,68,67.4763,48.5043,1.2935,1,2,0.0000,32.9100,14.0000,81.0000,16.0000,28.9300,0.0000,28.9300,29.6100,0.0000
A1CAP,2026-02-06,16.1000,1,1.0311,0.8712,1,45.0440,67.1360,18306926.0000,11.4615,14.2420,17.0225,39.0464,0.0515,14.8600,17.3400,3.8710,5.2288,31.1075,32.5103,286949575,272.6900,2.8400,100,0,-,0,0,0,0,31.5400,0.8340,False,False,False,0.8700,0.1670,2343816.0000,7.1200,0.0515,0.0428,False,False,26,16,68,67.1360,45.0440,0.8292,1,3,0.0000,31.5400,14.0000,81.0000,24.0000,28.8800,-4.9500,23.9300,29.4700,0.0000
BINHO,2026-02-06,9.7600,0,-0.0593,-0.1250,1,13.5807,66.1274,84015607.0000,8.5869,9.0615,9.5361,10.4762,0.0318,9.2900,10.2300,9.9099,9.6629,10.2825,9.4170,382030163,49.3400,39.9000,0,100,-,0,0,0,0,48.6400,1.2360,True,True,True,2.1600,-0.2480,167818727.0000,0.2300,0.0318,0.3034,False,False,17,3,37,66.1274,13.5807,0.3101,0,4,0.0000,54.6400,6.0000,45.5000,32.0000,28.8700,-25.0200,3.8500,-18.2200,-50.0000
ARASE,2026-02-06,81.7000,1,3.1070,3.3403,0,38.8291,65.4016,-314937.0000,75.8213,80.0175,84.2137,10.4883,0.0340,77.5300,85.8700,-0.3051,-0.6083,10.4054,14.3457,46901880,120.4100,2.5600,100,0,-,0,0,0,0,38.7200,0.7000,True,False,False,0.5800,0.4270,1678456.0000,-7.3400,0.0340,0.0400,False,False,26,11,63,65.4016,38.8291,2.7804,1,2,0.0000,38.7200,8.0000,76.0000,16.0000,28.5000,0.0000,28.5000,29.6900,0.0000
GLYHO,2026-02-06,15.3100,1,0.8673,0.7253,1,49.1851,75.1047,-3668203.0000,11.4293,13.8880,16.3467,35.4078,0.0299,14.6200,16.0000,-0.3255,4.2206,25.6979,30.2979,164677274,211.6600,3.5300,0,0,-,0,0,0,0,44.6000,0.7890,True,False,False,0.3600,0.2940,17566369.0000,8.0400,0.0299,0.0461,False,False,17,13,47,75.1047,49.1851,0.4578,1,2,0.0000,44.6000,14.0000,55.5000,16.0000,28.4500,-0.6000,27.8500,30.4400,-0.0200
TTKOM,2026-02-06,67.1000,1,2.3776,2.1920,1,32.2184,66.6811,-18297228.0000,58.3722,64.0350,69.6978,17.6865,0.0269,64.4000,69.8000,-0.8130,0.9023,14.9957,14.0187,1650533626,47.0200,2.1900,100,0,-,0,0,1,0,30.1000,0.7710,True,False,False,0.7900,0.2810,-18406720.0000,1.2800,0.0269,0.0387,False,False,21,16,58,66.6811,32.2184,1.8018,1,2,0.0000,30.1000,24.0000,68.5000,16.0000,28.3800,-1.0500,27.3300,33.3400,4.2300
UNLU,2026-02-06,16.9400,1,0.3758,0.2450,1,27.7665,64.1477,1717665.0000,14.3936,15.8090,17.2244,17.9066,0.0365,16.0100,17.8700,1.6807,0.5938,11.8890,8.9389,35362563,33.8100,3.0900,0,0,-,0,0,0,0,28.7300,0.9000,True,False,False,0.6600,-0.0410,5472339.0000,7.4300,0.0365,0.0672,False,False,26,16,68,64.1477,27.7665,0.6177,1,4,0.0000,28.7300,14.0000,81.0000,32.0000,28.3500,0.0000,28.3500,28.7400,0.0000
ENJSA,2026-02-06,106.2000,1,4.2251,3.8961,1,59.2675,69.0725,-1749293.0000,92.1696,100.9850,109.8004,17.4589,0.0285,101.6700,110.7300,-0.7477,1.4327,12.2028,13.2800,279487737,104.0300,3.3700,0,0,-,0,0,0,0,37.4700,0.7960,True,False,False,0.6500,0.1760,3050562.0000,1.7700,0.0285,0.0568,False,False,21,16,58,69.0725,59.2675,3.0225,1,2,0.0000,37.4700,14.0000,68.5000,16.0000,28.3100,-0.5100,27.8000,29.1900,-0.3700
AYCES,2026-02-06,501.0000,1,15.5783,14.3891,1,44.1443,65.4425,78402.0000,439.2611,474.5125,509.7639,14.8579,0.0402,470.8200,531.1800,2.9805,1.9329,17.6056,17.3302,53462912,31.9300,14.4300,0,0,-,0,0,1,0,33.3300,0.8760,True,False,False,0.7900,0.0220,-19895.0000,1.2300,0.0402,0.0714,False,False,20,8,48,65.4425,44.1443,20.1229,0,3,0.0000,33.3300,24.0000,58.0000,24.0000,28.0600,0.0000,28.0600,34.2300,5.0000
KGYO,2026-02-06,7.1500,1,0.4795,0.4743,1,48.1794,68.3634,12138983.0000,5.3254,6.6150,7.9046,38.9891,0.0478,6.6400,7.6600,0.4214,-0.2789,31.4338,36.7113,84829567,2043.6400,3.3800,0,0,-,0,0,0,0,33.9900,0.7070,True,False,False,1.1400,0.1930,-209744.0000,5.0100,0.0478,0.0892,False,False,23,16,62,68.3634,48.1794,0.3420,1,2,0.0000,33.9900,14.0000,73.5000,16.0000,28.0100,-5.2100,22.8000,28.9200,0.0000
AKFYE,2026-02-06,19.0300,1,0.7496,0.6003,1,41.5751,53.8550,-23541490.0000,16.5512,18.7365,20.9218,23.3268,0.0363,17.9900,20.0700,-7.1707,1.7647,10.8974,12.4705,198953961,27.6300,18.2600,0,0,-,0,0,0,0,33.9000,0.5670,False,False,False,1.4400,0.0760,53787041.0000,8.5700,0.0363,0.1287,False,False,22,16,60,53.8550,41.5751,0.6910,1,3,0.0000,33.9000,14.0000,71.0000,24.0000,27.9600,0.0000,27.9600,28.9100,0.0000
SISE,2026-02-06,47.5200,1,2.1316,1.4655,1,29.6265,79.8255,-108323437.0000,35.5126,42.0340,48.5554,31.0293,0.0344,45.0700,49.9700,-0.0421,4.4396,21.1627,19.1575,4426041280,48.1300,0.0400,100,0,-,0,0,0,0,36.3700,0.9210,True,False,False,0.8300,0.1360,238250183.0000,9.5100,0.0344,0.0400,False,False,22,13,57,79.8255,29.6265,1.6352,1,2,0.0000,36.3700,14.0000,68.0000,16.0000,27.8600,0.0000,27.8600,26.8600,-2.1900
HEDEF,2026-02-06,63.1000,1,1.7561,1.0754,1,23.8952,62.1324,-6246575.0000,49.4287,58.3375,67.2463,30.5423,0.0712,56.3600,69.8400,-2.9977,23.4834,16.3134,27.1665,477591176,1347.2500,34.9500,0,100,-,0,0,0,0,29.6700,0.7670,True,False,False,1.3600,0.0980,11553829.0000,3.5800,0.0712,0.3495,False,False,26,16,68,62.1324,23.8952,4.4905,1,2,0.0000,29.6700,14.0000,81.0000,16.0000,27.8600,-9.1600,18.7000,28.3200,0.0000
GLRYH,2026-02-06,4.6300,1,0.1515,0.0932,1,29.7628,68.1535,-18391557.0000,3.7373,4.2190,4.7007,22.8329,0.0390,4.3600,4.9000,-0.8565,7.9254,16.9192,15.7500,62364607,77.3900,7.4000,0,0,-,0,0,1,0,36.0100,0.9270,True,False,False,1.0100,0.1000,34032676.0000,8.4900,0.0390,0.1010,False,False,17,8,42,68.1535,29.7628,0.1807,0,3,0.0000,36.0100,24.0000,50.5000,24.0000,27.6700,0.0000,27.6700,34.1800,5.0000
MERKO,2026-02-06,16.7200,1,0.7363,0.6847,1,48.8153,68.6076,7876850.0000,13.5261,15.4880,17.4499,25.3348,0.0369,15.7900,17.6500,0.1797,6.0241,16.6783,19.7708,137347186,36.3800,8.8800,0,0,-,0,0,0,0,38.4600,0.8140,False,False,False,0.9200,0.2560,21745733.0000,0.9200,0.0369,0.1623,False,False,20,8,48,68.6076,48.8153,0.6175,0,4,0.0000,38.4600,14.0000,58.0000,32.0000,27.6500,0.0000,27.6500,29.1800,0.0000
MGROS,2026-02-06,653.0000,1,23.1498,23.3974,0,38.8255,66.3982,2463923.0000,593.7711,629.2500,664.7289,11.2766,0.0276,625.9900,680.0100,0.8494,2.5118,10.3041,12.3924,2820181558,55.8700,1.5800,100,0,-,0,0,0,0,42.5500,0.8350,True,False,False,0.4900,0.1340,17059287.0000,-4.6200,0.0276,0.0217,False,False,21,11,53,66.3982,38.8255,18.0081,1,2,0.0000,42.5500,8.0000,63.5000,16.0000,27.6400,-0.8100,26.8300,28.7500,-0.6000
KTSKR,2026-02-06,75.8000,1,0.2087,-0.4370,1,14.8454,61.8928,921170.0000,66.7223,70.6900,74.6577,11.2256,0.0344,71.8900,79.7100,3.6227,7.3654,10.2545,10.3348,56088360,49.1900,13.4300,0,0,-,0,0,0,0,32.2200,1.1440,True,True,True,1.1600,-0.0600,2976190.0000,0.5200,0.0344,0.1769,False,False,20,8,48,61.8928,14.8454,2.6063,0,4,0.0000,38.2200,14.0000,58.0000,32.0000,27.5700,-3.4100,24.1600,29.0900,0.0000
HATSN,2026-02-06,44.5200,0,1.0875,0.7015,1,35.8128,61.6328,-2220902.0000,38.5157,41.8790,45.2423,16.0619,0.0376,42.0100,47.0300,-2.9219,4.6544,13.2824,13.7455,92588908,28.8900,20.0700,0,100,-,0,0,1,0,39.0000,0.8930,True,False,False,0.7200,-0.0360,7870797.0000,8.7300,0.0376,0.2196,False,False,20,8,48,61.6328,35.8128,1.6739,0,2,0.0000,39.0000,16.0000,58.0000,16.0000,27.5300,0.0000,27.5300,34.1000,5.0000
FROTO,2026-02-06,115.7000,1,4.9070,4.3264,1,51.3399,79.4902,18213099.0000,96.8316,107.9950,119.1584,20.6740,0.0265,111.1000,120.3000,0.4340,1.7590,17.5216,18.6058,2510695649,53.8300,0.6900,100,0,-,0,0,0,0,41.7800,0.8450,True,False,False,0.7800,0.0830,33385496.0000,8.6600,0.0265,0.0212,False,False,17,13,47,79.4902,51.3399,3.0683,1,2,0.0000,41.7800,14.0000,55.5000,16.0000,27.5200,-1.1800,26.3400,26.6700,-2.6600
YGGYO,2026-02-06,145.2000,1,3.3525,2.4289,1,31.9571,72.1762,84908.0000,125.3965,135.2450,145.0935,14.5640,0.0277,139.1700,151.2300,1.4675,4.0115,8.0357,6.7647,20774874,139.4800,0.6800,100,0,-,0,0,0,0,41.9200,1.0050,True,True,True,0.6700,0.1710,408053.0000,8.0000,0.0277,0.0229,False,False,9,16,34,72.1762,31.9571,4.0167,1,4,0.0000,47.9200,14.0000,38.5000,32.0000,27.4600,-14.2800,13.1800,14.4700,-15.5700
TEZOL,2026-02-06,13.7100,0,0.2941,0.1798,1,30.5156,74.2602,10032273.0000,11.5800,12.5150,13.4500,14.9417,0.0272,13.1500,14.2700,5.4615,7.1094,16.2850,14.9204,75260851,16.2800,36.5900,0,100,-,0,0,0,0,50.2600,1.1390,True,False,False,1.5600,0.2340,22960986.0000,8.6100,0.0272,0.3728,False,False,15,8,38,74.2602,30.5156,0.3734,0,4,0.0000,50.2600,6.0000,45.5000,32.0000,27.4200,-0.9500,26.4700,29.3300,-0.7000
FORMT,2026-02-06,3.7100,0,0.0796,-0.0241,1,27.9436,71.4738,195619056.0000,2.5677,3.0765,3.5853,33.0749,0.0550,3.4000,4.0200,1.6438,26.6212,24.0803,25.3378,437511581,34.9100,52.9800,0,100,-,0,0,1,0,40.0800,1.1230,True,False,False,1.1800,0.0650,1366412267.0000,8.0700,0.0550,0.5213,False,False,17,8,42,71.4738,27.9436,0.2040,0,4,0.0000,40.0800,16.0000,50.5000,32.0000,27.4100,-12.5500,14.8600,34.2100,5.0000
DMRGD,2026-02-06,3.8800,1,0.1074,0.0805,1,26.9855,68.1656,70154127.0000,3.1648,3.5250,3.8852,20.4366,0.0509,3.5800,4.1800,1.5707,11.1748,15.8209,20.1238,145252502,152.9700,14.1600,0,0,-,0,0,0,0,40.3300,0.9930,True,False,False,1.7500,-0.0700,207260467.0000,0.6800,0.0509,0.1551,False,False,17,8,42,68.1656,26.9855,0.1975,0,5,0.0000,40.3300,14.0000,50.5000,40.0000,27.3900,0.0000,27.3900,29.2100,0.0000
SOKM,2026-02-06,62.5500,1,3.1406,3.3128,0,50.5699,61.9376,-5487232.0000,53.4522,60.9950,68.5378,24.7325,0.0309,59.6500,65.4500,-1.1848,-3.5466,16.1560,19.2564,401504097,95.8400,5.8000,0,0,-,0,0,0,0,35.2200,0.6030,True,False,False,0.9300,0.2680,3783196.0000,-0.7800,0.0309,0.0720,False,False,26,11,63,61.9376,50.5699,1.9343,1,2,0.0000,35.2200,8.0000,76.0000,16.0000,27.3400,0.0000,27.3400,28.2900,0.0000
EGEPO,2026-02-06,10.8000,1,0.6525,0.6315,1,57.9738,79.5880,-3796439.0000,8.7053,9.9885,11.2717,25.6927,0.0440,10.0900,11.5100,-0.6440,2.8571,21.3483,27.8107,55922692,104.7400,0.6400,100,0,-,0,0,0,0,34.6000,0.8160,False,False,False,0.8000,0.1720,5745589.0000,2.8300,0.0440,0.0493,False,False,22,13,57,79.5880,57.9738,0.4754,1,2,0.0000,34.6000,14.0000,68.0000,16.0000,27.2800,0.0000,27.2800,26.4300,-1.9100
GMTAS,2026-02-06,25.9600,1,0.4155,0.2977,1,41.9059,59.1638,4111879.0000,21.8285,24.8382,27.8479,24.2344,0.0654,23.4100,28.5100,1.4855,5.5284,-5.5233,14.2197,186082619,458.7400,9.6100,0,0,-,0,0,0,0,30.1600,0.6860,False,False,False,0.7300,-0.2550,12300271.0000,2.3500,0.0654,0.1759,False,False,22,16,60,59.1638,41.9059,1.6975,1,4,0.0000,30.1600,14.0000,71.0000,32.0000,27.1200,0.0000,27.1200,27.8100,0.0000
AVGYO,2026-02-06,12.1000,0,0.4422,0.2241,1,26.5567,61.4995,-10003179.0000,9.4525,10.9665,12.4805,27.6107,0.0538,11.1200,13.0800,-7.3507,9.5023,22.8426,22.2222,37452468,67.8200,37.2100,0,100,-,0,0,1,0,36.4200,0.8740,True,False,False,2.7900,-0.0750,-1457484.0000,9.7300,0.0538,0.3917,False,False,20,8,48,61.4995,26.5567,0.6509,0,3,0.0000,36.4200,16.0000,58.0000,24.0000,27.0800,0.0000,27.0800,33.4700,5.0000
TOASO,2026-02-06,314.0000,1,15.6828,15.5709,1,62.0485,65.2343,-4826377.0000,267.4117,302.2375,337.0633,23.0453,0.0292,300.2500,327.7500,-2.9366,-3.6810,13.7681,11.8433,1405769113,107.6700,3.6800,0,0,-,0,0,1,0,26.0900,0.6690,False,False,False,1.0800,0.1790,-5496741.0000,5.7900,0.0292,0.0549,False,False,21,16,58,65.2343,62.0485,9.1695,1,2,0.0000,26.0900,24.0000,68.5000,16.0000,27.0500,-0.2700,26.7800,32.3100,4.8000
CUSAN,2026-02-06,30.4000,1,1.9304,1.6234,1,42.4058,62.2850,4496014.0000,19.7608,26.1120,32.4632,48.6460,0.0613,27.6000,33.2000,9.3525,2.6334,41.0019,41.7910,78242243,65.1300,21.0400,0,100,-,0,0,0,0,36.5300,0.8380,True,False,False,1.1300,0.1670,-6763717.0000,-3.8000,0.0613,0.2556,False,False,20,8,48,62.2850,42.4058,1.8641,0,4,0.0000,36.5300,14.0000,58.0000,32.0000,27.0100,-12.9600,14.0500,28.4100,0.0000
LIDFA,2026-02-06,3.0300,1,0.1730,0.1700,1,53.7852,67.2516,21974894.0000,2.3935,2.8188,3.2440,30.1735,0.0537,2.7900,3.2700,3.4130,-3.8095,29.8572,32.4776,90468779,124.6600,3.8100,0,0,-,0,0,0,0,30.9100,0.7480,False,False,False,0.8500,0.1520,4158937.0000,4.2600,0.0537,0.1114,False,False,23,16,62,67.2516,53.7852,0.1628,1,2,0.0000,30.9100,14.0000,73.5000,16.0000,27.0000,-3.9300,23.0700,27.6900,0.0000
CRDFA,2026-02-06,73.2000,1,2.0119,2.1608,0,21.8305,61.7949,1687617.0000,60.3833,67.3925,74.4017,20.8010,0.0559,67.0600,79.3400,8.4444,4.7960,15.9145,14.3750,75286551,1040.1900,0.4100,100,0,-,0,0,0,0,29.2800,0.9140,True,False,False,1.7700,0.1960,-349671.0000,-2.3600,0.0559,0.0227,False,False,26,11,63,61.7949,21.8305,4.0940,1,6,0.0000,29.2800,8.0000,76.0000,48.0000,26.9800,0.0000,26.9800,27.5100,0.0000
EUYO,2026-02-06,17.8400,1,0.9184,0.6151,1,46.8817,69.2149,506418.0000,12.2409,15.0940,17.9471,37.8046,0.0510,16.4800,19.2000,5.8126,14.4323,27.8853,28.5303,9137369,105.0600,0.8300,100,0,-,0,0,0,0,41.8800,0.9810,True,False,False,0.8700,0.2380,1599139.0000,8.3900,0.0510,0.0299,False,False,14,16,44,69.2149,46.8817,0.9090,1,2,0.0000,41.8800,14.0000,51.0000,16.0000,26.7900,-15.8400,10.9500,13.7000,-15.0000
EREGL,2026-02-06,29.0200,1,1.0342,0.8831,1,37.1226,70.5417,161120858.0000,24.4374,27.0780,29.7186,19.5039,0.0255,27.9100,30.1300,1.1150,2.9808,17.6805,18.7398,5471398093,39.7600,10.5400,0,0,-,0,0,0,0,44.6600,0.8680,True,False,False,0.9000,0.2420,104707166.0000,-0.2400,0.0255,0.1125,False,False,15,8,38,70.5417,37.1226,0.7409,0,2,0.0000,44.6600,14.0000,45.5000,16.0000,26.7700,-1.5200,25.2500,27.8600,-1.1300
